Data,Horario,Usuario,Valor,TransferID,Pais,Descricao
2018-12-06,06:44:46,Caio,1005.012,114233841,Alemanha,NA
2018-12-21,06:38:20,Caio,17554.83,114983226,Alemanha,NA
2018-12-06,06:34:15,Eva,7240.652,116323536,Alemanha,NA
2018-12-06,06:06:27,Eva,2883.703,116354046,Alemanha,NA
2018-12-06,05:33:48,Ana,2886.069,114637858,Alemanha,NA
2018-12-06,04:40:09,Luan,13446.57,114944812,Alemanha,NA
2018-12-06,04:34:50,Davi,5800.231,114934674,Alemanha,NA
2018-12-06,04:07:51,Ana,1642.719,116128032,Alemanha,NA
2018-12-06,04:02:13,Davi,4358.199,114811640,Alemanha,NA
2018-12-06,04:01:46,Jean,614.0541,115747831,Alemanha,NA
2018-12-06,03:58:51,Sara,8439.984,114937215,Alemanha,NA
2018-12-06,03:52:02,Luan,13521.27,115327599,Alemanha,NA
2018-12-06,03:41:34,Caio,10032.62,115293798,Alemanha,NA
2018-12-06,03:35:50,Davi,11994.7,114643817,Alemanha,NA
2018-12-06,02:24:49,Rose,2664.823,114841914,Alemanha,NA
2018-12-06,02:08:30,Ana,8378.197,116035802,Alemanha,NA
2018-12-06,01:43:15,Caio,1244.145,115606491,Alemanha,NA
2018-12-06,01:38:20,Ana,5992.922,114577041,Alemanha,NA
2018-12-06,01:36:19,Rose,11326.09,114619848,Alemanha,NA
2018-12-06,01:18:08,Jean,992.4471,114980626,Alemanha,NA
2018-12-06,01:07:52,Luan,994.4858,116334049,Alemanha,NA
2018-12-06,01:05:47,Sara,2035.962,116139985,Alemanha,NA
2018-12-06,01:02:19,Ana,5106.057,114300904,Alemanha,NA
2018-12-06,00:30:32,Davi,6650.33,115356527,Alemanha,NA
2018-12-06,00:29:51,Jean,12687.14,115073073,Alemanha,NA
2018-12-06,00:24:57,Rose,1036.568,116031982,Alemanha,NA
2018-12-06,00:22:00,Luan,3729.228,115228735,Alemanha,NA
2018-12-06,00:10:41,Ana,5054.067,114499847,Alemanha,NA
2018-12-05,23:29:46,Rose,6499.092,116343921,Alemanha,NA
2018-12-05,23:15:49,Eva,4294.701,115688852,Alemanha,NA
2018-12-05,23:06:35,Sara,227.7063,116054794,Alemanha,NA
2018-12-05,22:47:26,Eva,4097.364,115288958,Alemanha,NA
2018-12-05,22:39:23,Jean,13685.16,114742172,Alemanha,NA
2018-12-05,22:36:20,Luan,2736.315,115001493,Alemanha,NA
2018-12-05,22:19:13,Jean,1500.571,116368666,Alemanha,NA
2018-12-05,22:07:19,Davi,2728.407,115217550,Alemanha,NA
2018-12-05,22:02:49,Luan,1287.721,114442169,Alemanha,NA
2018-12-05,21:56:00,Eva,5941.938,115382933,Alemanha,NA
2018-12-05,21:44:47,Caio,14732.41,115821445,Alemanha,NA
2018-12-05,21:37:19,Sara,7677.049,116186289,Alemanha,NA
2018-12-05,21:23:09,Jean,171.1975,115409527,Alemanha,NA
2018-12-05,20:54:55,Luan,8663.315,114284753,Alemanha,NA
2018-12-05,20:54:44,Davi,2168.055,114983201,Alemanha,NA
2018-12-05,20:45:02,Eva,12752.44,114764377,Alemanha,NA
2018-12-05,20:34:16,Sara,544.0504,116317496,Alemanha,NA
2018-12-05,20:34:03,Eva,2567.497,114907683,Alemanha,NA
2018-12-05,19:53:07,Eva,4274.125,114692367,Alemanha,NA
2018-12-05,19:31:55,Caio,1973.385,114582321,Alemanha,NA
2018-12-05,19:20:41,Davi,1419.35,115161584,Alemanha,NA
2018-12-05,19:06:14,Jean,3721.95,116231025,Alemanha,NA
2018-12-05,18:42:57,Caio,7676.298,115636912,Alemanha,NA
2018-12-23,18:11:27,Luan,17218.64,115904797,Alemanha,NA
2018-12-05,18:09:23,Rose,1782.647,114741551,Alemanha,NA
2018-12-05,17:53:40,Jean,8401.113,114675204,Alemanha,NA
2018-12-05,17:24:24,Eva,14653.67,114367100,Alemanha,NA
2018-12-05,16:46:51,Luan,6941.532,114379248,Alemanha,NA
2018-12-05,16:39:29,Jean,10956.92,114760067,Alemanha,NA
2018-12-05,16:15:26,Eva,392.1602,116379338,Alemanha,NA
2018-12-05,15:52:57,Eva,11129.93,114593665,Alemanha,NA
2018-12-05,15:48:58,Davi,72.47059,114837959,Alemanha,NA
2018-12-05,15:01:52,Eva,842.5875,114749986,Alemanha,NA
2018-12-05,13:55:56,Ana,1334.152,116177560,Alemanha,NA
2018-12-05,13:46:36,Sara,81.92041,115629964,Alemanha,NA
2018-12-05,13:46:16,Sara,830.7528,114239434,Alemanha,NA
2018-12-05,13:43:24,Ana,2247.028,116281402,Alemanha,NA
2018-12-05,13:24:17,Jean,7919.96,115326452,Alemanha,NA
2018-12-22,13:09:13,Luan,16254.78,114520578,Alemanha,NA
2018-12-05,12:57:53,Ana,1612.684,115202897,Alemanha,NA
2018-12-05,12:57:30,Ana,8.918594,115045150,Alemanha,NA
2018-12-05,12:48:46,Davi,2371.272,114490434,Alemanha,NA
2018-12-05,12:42:25,Luan,9892.522,116134274,Alemanha,NA
2018-12-05,12:26:23,Ana,4064.246,115174964,Alemanha,NA
2018-12-05,12:19:50,Ana,6560.538,116083367,Alemanha,NA
2018-12-05,12:13:23,Caio,313.501,115680946,Alemanha,NA
2018-12-05,12:11:29,Davi,3092.44,115489172,Alemanha,NA
2018-12-05,12:09:38,Luan,788.5108,114593594,Alemanha,NA
2018-12-05,11:52:48,Sara,7810.831,115208817,Alemanha,NA
2018-12-05,11:41:02,Ana,1272.677,114434461,Alemanha,NA
2018-12-05,11:36:53,Ana,2328.719,116242639,Alemanha,NA
2018-12-05,11:30:28,Jean,1165.272,114578994,Alemanha,NA
2018-12-05,11:21:13,Caio,9270.92,115012449,Alemanha,NA
2018-12-05,11:13:43,Luan,5695.942,114286284,Alemanha,NA
2018-12-05,11:07:04,Caio,1321.421,116397598,Alemanha,NA
2018-12-05,11:00:31,Ana,335.8082,114585343,Alemanha,NA
2018-12-23,10:59:50,Caio,15093.32,115919119,Alemanha,NA
2018-12-05,10:57:08,Eva,10833.49,114689484,Alemanha,NA
2018-12-05,10:54:05,Davi,2748.092,114205606,Alemanha,NA
2018-12-05,10:30:34,Jean,13257.21,115482943,Alemanha,NA
2018-12-23,10:29:34,Sara,19240.76,114665132,Alemanha,NA
2018-12-05,10:19:45,Luan,86.36331,114506627,Alemanha,NA
2018-12-05,10:16:49,Eva,7087.815,115503241,Alemanha,NA
2018-12-05,10:06:35,Caio,8667.195,114545627,Alemanha,NA
2018-12-05,09:33:32,Caio,2276.229,114423735,Alemanha,NA
2018-12-05,09:28:36,Jean,3685.356,114485601,Alemanha,NA
2018-12-05,08:59:57,Caio,3701.165,114235282,Alemanha,NA
2018-12-05,08:34:46,Rose,3229.058,115003274,Alemanha,NA
2018-12-05,08:28:27,Rose,729.8646,115582647,Alemanha,NA
2018-12-05,08:02:06,Caio,11946.71,114580292,Alemanha,NA
2018-12-05,07:50:03,Caio,601.0857,114937747,Alemanha,NA
2018-12-05,07:26:08,Luan,4356.216,114415016,Alemanha,NA
2018-12-05,06:58:31,Ana,4017.285,114230914,Alemanha,NA
2018-12-05,06:46:49,Luan,10449.94,114732991,Alemanha,NA
2018-12-05,06:22:41,Rose,4768.083,114329623,Alemanha,NA
2018-12-05,06:19:35,Eva,1012.323,114325824,Alemanha,NA
2018-12-05,06:14:38,Ana,2621.461,116262439,Alemanha,NA
2018-12-21,06:04:49,Caio,18938.43,116281869,Alemanha,NA
2018-12-05,05:22:30,Luan,6255.905,114591071,Alemanha,NA
2018-12-05,05:14:50,Davi,2072.195,114999851,Alemanha,NA
2018-12-05,04:42:30,Jean,4126.797,114247955,Alemanha,NA
2018-12-05,03:36:41,Rose,3160.758,114626777,Alemanha,NA
2018-12-05,02:19:55,Ana,6822.907,116232243,Alemanha,NA
2018-12-05,02:11:07,Jean,9026.468,114820184,Alemanha,NA
2018-12-05,02:10:59,Sara,6560.551,116389403,Alemanha,NA
2018-12-05,02:00:49,Sara,974.3924,116287805,Alemanha,NA
2018-12-05,01:31:29,Luan,9051.252,114395997,Alemanha,NA
2018-12-05,01:13:04,Rose,1084.998,116062097,Alemanha,NA
2018-12-05,01:12:25,Eva,188.6754,114261011,Alemanha,NA
2018-12-05,00:49:43,Rose,9868.121,115816970,Alemanha,NA
2018-12-05,00:22:18,Davi,2952.136,115393287,Alemanha,NA
2018-12-05,00:21:59,Luan,351.1456,116068139,Alemanha,NA
2018-12-05,00:20:58,Sara,3935.209,116396809,Alemanha,NA
2018-12-05,00:14:48,Davi,3320.938,114355399,Alemanha,NA
2018-12-05,00:06:58,Caio,10166.15,114444077,Alemanha,NA
2018-12-04,23:04:30,Caio,6356.449,115731803,Alemanha,NA
2018-12-04,22:54:27,Jean,883.8175,115876666,Alemanha,NA
2018-12-04,22:20:45,Luan,11658.93,114644088,Alemanha,NA
2018-12-04,22:08:46,Eva,1799.708,114569259,Alemanha,NA
2018-12-04,21:32:17,Eva,365.6024,115796134,Alemanha,NA
2018-12-04,21:07:33,Eva,11163.98,114711861,Alemanha,NA
2018-12-04,20:24:30,Sara,4669.346,114736457,Alemanha,NA
2018-12-04,20:05:59,Davi,5535.463,114724138,Alemanha,NA
2018-12-04,19:57:52,Caio,213.4395,116323609,Alemanha,NA
2018-12-04,19:33:04,Rose,2072.271,115087077,Alemanha,NA
2018-12-04,18:03:46,Eva,5301.707,114261689,Alemanha,NA
2018-12-04,18:02:07,Eva,6187.43,116345025,Alemanha,NA
2018-12-04,17:56:01,Caio,143.3839,115383257,Alemanha,NA
2018-12-04,17:22:08,Luan,2051.278,114923013,Alemanha,NA
2018-12-04,16:42:58,Jean,4542.332,115712382,Alemanha,NA
2018-12-04,16:06:53,Davi,7243.48,114438969,Alemanha,NA
2018-12-04,15:59:01,Rose,1262.802,115073439,Alemanha,NA
2018-12-04,15:49:31,Caio,3433.8,115223093,Alemanha,NA
2018-12-04,15:44:21,Davi,6366.137,115515472,Alemanha,NA
2018-12-04,15:39:02,Sara,10614.43,115533502,Alemanha,NA
2018-12-04,15:07:40,Ana,9129.829,115670512,Alemanha,NA
2018-12-04,14:27:18,Davi,10141.11,116265577,Alemanha,NA
2018-12-04,14:12:00,Sara,7389.818,114579844,Alemanha,NA
2018-12-04,14:06:09,Jean,451.4505,114861767,Alemanha,NA
2018-12-04,13:57:48,Ana,1765.761,114707938,Alemanha,NA
2018-12-04,13:54:46,Davi,12300.34,114815235,Alemanha,NA
2018-12-04,13:47:00,Luan,1772.508,114983025,Alemanha,NA
2018-12-04,13:39:31,Jean,2398.464,114331677,Alemanha,NA
2018-12-04,13:39:03,Sara,1742.178,115441760,Alemanha,NA
2018-12-04,13:35:12,Jean,12254.1,114888549,Alemanha,NA
2018-12-04,13:12:54,Sara,372.1562,115126789,Alemanha,NA
2018-12-04,13:12:31,Rose,8628.162,114853069,Alemanha,NA
2018-12-04,13:11:20,Luan,1750.922,114961561,Alemanha,NA
2018-12-04,12:55:28,Ana,4886.327,114371321,Alemanha,NA
2018-12-04,12:34:07,Davi,8940.425,114624500,Alemanha,NA
2018-12-04,11:49:41,Davi,6675.921,115782133,Alemanha,NA
2018-12-04,11:43:10,Caio,3808.404,115989665,Alemanha,NA
2018-12-04,11:34:20,Eva,1147.908,115049368,Alemanha,NA
2018-12-04,11:28:38,Rose,10687.16,114576355,Alemanha,NA
2018-12-04,11:04:47,Caio,7573.9,116210794,Alemanha,NA
2018-12-04,10:53:01,Davi,6277.825,115131185,Alemanha,NA
2018-12-04,10:15:26,Luan,5009.019,115343933,Alemanha,NA
2018-12-04,10:03:17,Caio,4929.523,115837542,Alemanha,NA
2018-12-04,09:44:54,Jean,5510.083,114787911,Alemanha,NA
2018-12-04,09:15:05,Jean,5789.812,114892930,Alemanha,NA
2018-12-04,08:49:01,Eva,4713.447,114579871,Alemanha,NA
2018-12-04,08:47:29,Eva,11087.49,115404988,Alemanha,NA
2018-12-04,08:20:01,Davi,5287.33,115844074,Alemanha,NA
2018-12-04,07:52:47,Luan,756.7086,114301388,Alemanha,NA
2018-12-04,07:35:03,Jean,3729.391,115252570,Alemanha,NA
2018-12-04,07:24:18,Caio,1910.468,114257594,Alemanha,NA
2018-12-04,07:23:11,Jean,9754.642,114706935,Alemanha,NA
2018-12-04,07:02:18,Caio,6621.935,115263987,Alemanha,NA
2018-12-04,06:53:29,Davi,1095.991,114902256,Alemanha,NA
2018-12-04,06:52:35,Davi,4432.173,115220150,Alemanha,NA
2018-12-04,06:51:30,Rose,13894.11,115500534,Alemanha,NA
2018-12-04,06:33:06,Rose,2815.795,116187040,Alemanha,NA
2018-12-04,06:27:01,Rose,1363.69,114336382,Alemanha,NA
2018-12-23,06:18:32,Rose,17889.06,114279893,Alemanha,NA
2018-12-04,06:13:25,Davi,4352.172,114463650,Alemanha,NA
2018-12-04,05:11:26,Davi,2236.466,115843236,Alemanha,NA
2018-12-04,05:01:39,Caio,1801.488,115041934,Alemanha,NA
2018-12-04,04:57:00,Jean,12271.89,115296265,Alemanha,NA
2018-12-04,04:52:36,Ana,11029.8,116330556,Alemanha,NA
2018-12-04,04:36:16,Eva,1648.773,115204733,Alemanha,NA
2018-12-04,04:34:45,Caio,4671.183,115951901,Alemanha,NA
2018-12-04,04:33:12,Davi,11878.69,116392061,Alemanha,NA
2018-12-04,04:10:11,Sara,12740.28,114751835,Alemanha,NA
2018-12-04,04:09:44,Sara,12131.69,115794937,Alemanha,NA
2018-12-04,03:54:23,Eva,3745.014,115079279,Alemanha,NA
2018-12-04,03:15:49,Rose,13242.14,115585687,Alemanha,NA
2018-12-04,02:23:42,Caio,1618.513,114954678,Alemanha,NA
2018-12-04,02:21:19,Eva,13179.01,115303137,Alemanha,NA
2018-12-04,02:09:42,Sara,864.0935,114279003,Alemanha,NA
2018-12-04,02:04:57,Eva,8865.756,114840809,Alemanha,NA
2018-12-04,01:42:16,Caio,5929.995,114641275,Alemanha,NA
2018-12-04,01:41:15,Sara,10532.29,116323569,Alemanha,NA
2018-12-04,01:09:24,Jean,1566.305,115996976,Alemanha,NA
2018-12-04,01:07:11,Ana,1764.458,115113958,Alemanha,NA
2018-12-04,00:31:26,Luan,11295.76,114660325,Alemanha,NA
2018-12-04,00:30:59,Luan,13802.12,114625237,Alemanha,NA
2018-12-04,00:09:18,Jean,10972.46,115844703,Alemanha,NA
2018-12-04,00:08:16,Sara,1127.045,115873020,Alemanha,NA
2018-12-03,23:19:16,Luan,5332.138,115682322,Alemanha,NA
2018-12-03,23:10:20,Caio,2301.423,114391783,Alemanha,NA
2018-12-03,23:09:02,Jean,3419.696,114627997,Alemanha,NA
2018-12-03,22:55:47,Eva,3174.975,114493606,Alemanha,NA
2018-12-03,22:26:03,Ana,7532.529,116388371,Alemanha,NA
2018-12-03,22:23:59,Rose,3689.943,115022565,Alemanha,NA
2018-12-03,21:42:17,Rose,958.8695,115469455,Alemanha,NA
2018-12-03,21:41:11,Luan,291.1187,116318041,Alemanha,NA
2018-12-03,21:20:54,Jean,2589.435,115869517,Alemanha,NA
2018-12-03,20:53:28,Davi,1919.776,114285819,Alemanha,NA
2018-12-03,20:47:02,Luan,10091.46,114798970,Alemanha,NA
2018-12-03,20:40:25,Davi,13938.88,114689587,Alemanha,NA
2018-12-03,20:32:47,Luan,72.95417,115413726,Alemanha,NA
2018-12-03,20:15:52,Sara,143.782,115574339,Alemanha,NA
2018-12-03,19:59:48,Sara,1208.335,114247333,Alemanha,NA
2018-12-03,19:46:27,Caio,1613.393,114773555,Alemanha,NA
2018-12-03,19:38:12,Eva,9324.992,114870434,Alemanha,NA
2018-12-03,19:10:54,Rose,5213.671,115370655,Alemanha,NA
2018-12-03,19:06:31,Eva,212.4548,115749600,Alemanha,NA
2018-12-03,19:02:46,Caio,437.9153,115054625,Alemanha,NA
2018-12-03,18:47:38,Sara,383.0518,114626010,Alemanha,NA
2018-12-03,18:28:11,Caio,544.452,114999145,Alemanha,NA
2018-12-03,18:22:44,Caio,11714.65,114832455,Alemanha,NA
2018-12-03,17:42:11,Ana,12394.81,115651304,Alemanha,NA
2018-12-03,17:06:25,Luan,235.5252,114650334,Alemanha,NA
2018-12-03,16:39:35,Luan,5852.184,116061301,Alemanha,NA
2018-12-03,16:23:21,Eva,1422.869,114676892,Alemanha,NA
2018-12-03,15:41:08,Caio,9666.576,114262433,Alemanha,NA
2018-12-03,15:24:59,Davi,5081.988,115528779,Alemanha,NA
2018-12-03,15:17:41,Sara,5014.208,114896580,Alemanha,NA
2018-12-03,15:15:35,Davi,5965.632,116205402,Alemanha,NA
2018-12-03,15:13:25,Jean,12334.83,115595432,Alemanha,NA
2018-12-03,15:05:32,Davi,1943.33,115870689,Alemanha,NA
2018-12-03,14:51:17,Davi,8890.002,115260362,Alemanha,NA
2018-12-03,14:16:46,Jean,5716.905,114385656,Alemanha,NA
2018-12-03,13:48:11,Ana,152.0274,115641725,Alemanha,NA
2018-12-03,13:46:32,Davi,4821.835,114981711,Alemanha,NA
2018-12-03,13:30:28,Jean,2949.379,114809211,Alemanha,NA
2018-12-03,13:06:50,Eva,4139.896,116336324,Alemanha,NA
2018-12-03,13:01:16,Sara,6932.452,115966030,Alemanha,NA
2018-12-03,12:38:48,Caio,50.55539,115046054,Alemanha,NA
2018-12-23,12:18:59,Sara,28104.95,115656060,Alemanha,NA
2018-12-03,12:10:56,Ana,11681.65,115316899,Alemanha,NA
2018-12-03,11:58:55,Sara,1753.24,115149420,Alemanha,NA
2018-12-03,11:45:16,Sara,251.7631,115700407,Alemanha,NA
2018-12-03,11:24:50,Ana,8176.449,115789312,Alemanha,NA
2018-12-03,11:19:57,Davi,1259.335,116281378,Alemanha,NA
2018-12-03,10:52:21,Rose,7001.131,114956209,Alemanha,NA
2018-12-03,10:08:00,Davi,6682.538,115627842,Alemanha,NA
2018-12-03,10:02:53,Rose,5386.291,114680044,Alemanha,NA
2018-12-03,09:49:07,Sara,3761.526,115683584,Alemanha,NA
2018-12-03,09:28:30,Sara,5305.419,115712597,Alemanha,NA
2018-12-03,09:27:09,Sara,6159.171,116393038,Alemanha,NA
2018-12-21,09:21:14,Eva,16234.83,115258524,Alemanha,NA
2018-12-03,08:56:11,Eva,3698.38,116168480,Alemanha,NA
2018-12-03,08:54:40,Ana,4401.509,116040612,Alemanha,NA
2018-12-03,07:50:29,Rose,431.6454,115534073,Alemanha,NA
2018-12-03,06:47:43,Davi,532.5195,115477685,Alemanha,NA
2018-12-03,06:10:32,Caio,10099.05,114956234,Alemanha,NA
2018-12-03,05:41:00,Sara,2434.899,114456714,Alemanha,NA
2018-12-03,05:21:19,Ana,4521.914,115061649,Alemanha,NA
2018-12-03,05:17:14,Jean,792.026,115353227,Alemanha,NA
2018-12-03,05:15:15,Rose,75.46291,114514516,Alemanha,NA
2018-12-03,05:09:52,Rose,2229.995,115430887,Alemanha,NA
2018-12-03,05:04:38,Rose,4590.149,115736488,Alemanha,NA
2018-12-03,05:03:51,Sara,6192.293,114935747,Alemanha,NA
2018-12-03,05:03:51,Rose,5885.122,116366451,Alemanha,NA
2018-12-03,04:43:20,Caio,204.3403,115669931,Alemanha,NA
2018-12-03,04:21:53,Davi,7609.942,116049596,Alemanha,NA
2018-12-03,04:07:47,Rose,1918.529,114737743,Alemanha,NA
2018-12-03,03:41:48,Rose,793.0327,114422364,Alemanha,NA
2018-12-03,03:07:08,Eva,6543.08,115185564,Alemanha,NA
2018-12-03,02:53:29,Caio,3766.27,115420684,Alemanha,NA
2018-12-03,02:51:05,Sara,6312.346,114687888,Alemanha,NA
2018-12-03,02:47:13,Luan,820.1387,114421345,Alemanha,NA
2018-12-03,02:43:06,Caio,1660.712,115547737,Alemanha,NA
2018-12-03,02:31:48,Jean,5032,115411977,Alemanha,NA
2018-12-03,02:27:40,Caio,7592.495,114353703,Alemanha,NA
2018-12-03,02:25:57,Davi,7223.507,114531658,Alemanha,NA
2018-12-22,02:07:14,Caio,23776.22,115091989,Alemanha,NA
2018-12-03,02:05:51,Ana,5498.87,115895766,Alemanha,NA
2018-12-03,02:00:43,Jean,2575.695,115979227,Alemanha,NA
2018-12-03,01:31:55,Caio,4341.282,114614739,Alemanha,NA
2018-12-03,01:25:30,Eva,6037.095,115492379,Alemanha,NA
2018-12-03,01:14:26,Ana,5877.145,114671842,Alemanha,NA
2018-12-03,01:11:45,Caio,4868.88,115577898,Alemanha,NA
2018-12-03,01:11:11,Luan,5082.512,115620124,Alemanha,NA
2018-12-03,00:50:37,Jean,1626.101,115982118,Alemanha,NA
2018-12-03,00:38:58,Caio,9905.043,115561053,Alemanha,NA
2018-12-02,23:43:36,Luan,1421.553,114291316,Alemanha,NA
2018-12-02,23:39:54,Davi,1701.364,115052444,Alemanha,NA
2018-12-02,22:51:02,Jean,2930.251,114698089,Alemanha,NA
2018-12-02,22:50:40,Caio,3950.919,115982052,Alemanha,NA
2018-12-02,22:49:52,Rose,6391.657,115845429,Alemanha,NA
2018-12-02,22:27:29,Rose,4919.566,116383783,Alemanha,NA
2018-12-02,22:23:07,Rose,2744.914,114871855,Alemanha,NA
2018-12-02,21:30:10,Jean,10293.76,115751757,Alemanha,NA
2018-12-02,21:25:10,Davi,1682.896,116274304,Alemanha,NA
2018-12-02,21:19:32,Rose,1095.957,115185849,Alemanha,NA
2018-12-21,21:06:22,Luan,19351.65,114623941,Alemanha,NA
2018-12-02,20:34:18,Sara,549.3851,116306679,Alemanha,NA
2018-12-02,20:18:22,Caio,13477.53,115064909,Alemanha,NA
2018-12-02,19:52:09,Sara,123.3124,114435614,Alemanha,NA
2018-12-02,19:45:30,Jean,14492.81,115180535,Alemanha,NA
2018-12-02,19:03:39,Davi,939.1154,116106518,Alemanha,NA
2018-12-02,18:41:15,Luan,3989.242,116296272,Alemanha,NA
2018-12-02,18:31:20,Davi,7893.093,115845850,Alemanha,NA
2018-12-02,18:12:59,Caio,1076.062,115413770,Alemanha,NA
2018-12-02,18:00:21,Luan,1625.817,115564568,Alemanha,NA
2018-12-02,17:57:50,Caio,7062.248,114974426,Alemanha,NA
2018-12-02,17:42:01,Sara,457.9107,114861291,Alemanha,NA
2018-12-02,17:25:29,Eva,12723.33,114579808,Alemanha,NA
2018-12-02,17:21:05,Jean,2101.448,115368127,Alemanha,NA
2018-12-02,16:30:27,Jean,4140.416,114839101,Alemanha,NA
2018-12-02,16:23:06,Davi,986.3393,114713467,Alemanha,NA
2018-12-02,16:07:54,Rose,8794.512,115444504,Alemanha,NA
2018-12-02,16:07:02,Sara,7369.065,114937324,Alemanha,NA
2018-12-02,15:58:15,Ana,10041.04,114824469,Alemanha,NA
2018-12-02,14:57:16,Caio,268.3668,115550335,Alemanha,NA
2018-12-02,14:50:31,Davi,84.63673,116149991,Alemanha,NA
2018-12-02,14:41:35,Rose,5524.239,116207039,Alemanha,NA
2018-12-02,14:27:51,Eva,4551.706,115112015,Alemanha,NA
2018-12-02,13:54:43,Luan,9459.855,114460440,Alemanha,NA
2018-12-02,13:30:28,Sara,933.206,115670950,Alemanha,NA
2018-12-23,13:24:29,Caio,24575.71,115640551,Alemanha,NA
2018-12-02,13:15:11,Jean,14049.24,116203818,Alemanha,NA
2018-12-02,13:13:13,Caio,5729.531,116282509,Alemanha,NA
2018-12-02,12:52:28,Sara,1146.14,114734891,Alemanha,NA
2018-12-02,12:51:00,Sara,4620.926,115911380,Alemanha,NA
2018-12-02,12:38:29,Ana,1876.938,114308464,Alemanha,NA
2018-12-02,12:35:35,Caio,4451.581,115919018,Alemanha,NA
2018-12-02,12:16:26,Jean,1002.629,116148992,Alemanha,NA
2018-12-02,11:05:09,Caio,8772.059,115804066,Alemanha,NA
